OBJECTID,CODIGO,COMUNA,BARRIO,NOMBRE_BARRIO,SECTOR,INDICADOR_UR,NOMBRE_COMUNA,SHAPE__Area,SHAPE__Length
85,5089,50,89,Suburbano Palmitas,7,R,PALMITAS,111077.435546875,2490.42237648192
86,9011,90,11,Piedras Blancas Represa,9,R,SANTA ELENA,15551815.5356445,29062.5680663392
87,9089,90,89,Suburbano Matasano 1,9,R,SANTA ELENA,389315.650878906,3844.61284886458
88,9088,90,88,Suburbano Matasano 2,9,R,SANTA ELENA,78491.4155273438,2094.32854171284
89,1411,14,11,Los Balsos No.1,5,U,EL POBLADO,1452895.83447266,6239.15547700353
90,1018,10,18,Villa Nueva,3,U,LA CANDELARIA,315313.736816406,2389.3230115936
91,9001,90,01,El Cerro,9,R,SANTA ELENA,2321750.16308594,10773.4695219037
92,1602,16,02,Rosales,6,U,BELEN,631663.548828125,3681.04171750844
93,1620,16,20,El Nogal-Los Almendros,6,U,BELEN,233656.735839844,3039.22742454832
94,0711,07,11,El Diamante,2,U,ROBLEDO,384734.029785156,2736.50518145018
95,1110,11,10,La Castellana,4,U,LAURELES,600744.870605469,3783.32837075434
96,8002,80,02,La Florida,8,R,SAN ANTONIO DE PRADO,3962862.93603516,12285.4484235516
97,0609,06,09,Picachito,2,U,DOCE DE OCTUBRE,123222.417480469,2064.24144732017
98,0307,03,07,Manrique Central No. 2,1,U,MANRIQUE,194871.782226563,2278.67063540603
99,6003,60,03,Las Playas,7,R,SAN CRISTOBAL,2374285.21142578,10435.0993841311
100,5087,50,87,Suburbano Potrera Miserenga,7,R,PALMITAS,1133245.13818359,10891.6382783266
101,0508,05,08,Belalcázar,2,U,CASTILLA,165523.12890625,1890.445510023
102,1415,14,15,Los Balsos No.2,5,U,EL POBLADO,496033.510253906,2982.01808015276
103,5005,50,05,La Aldea,7,R,PALMITAS,761789.310546875,6959.92758923732
104,0301,03,01,La Salle,1,U,MANRIQUE,409290.565429688,4322.84358467917
105,6087,60,87,Suburbano Travesias,7,R,SAN CRISTOBAL,1482838.546875,7784.73073005877
106,0804,08,04,La Ladera,3,U,VILLA HERMOSA,578968.393066406,4688.65906387487
107,1419,14,19,Manila,5,U,EL POBLADO,285018.34765625,2591.19443020867
108,0513,05,13,Francisco Antonio Zea,2,U,CASTILLA,226557.920898438,2462.27075195677
109,0916,09,16,Asomadera No. 3,3,U,BUENOS AIRES,164904.652832031,2467.41730930849
110,0917,09,17,Ocho de Marzo,3,U,BUENOS AIRES,57636.25,1664.64912583666
111,5086,50,86,Suburbano Urquita,7,R,PALMITAS,381627.965332031,4956.96989893496
112,0716,07,16,Palenque,2,U,ROBLEDO,347785.59765625,3966.14597465392
113,1114,11,14,Los Colores,4,U,LAURELES,558044.923828125,4045.82585751958
114,1621,16,21,Cerro Nutibara,6,U,BELEN,544460.021972656,3144.05927379519
115,0403,04,03,Palermo,1,U,ARANJUEZ,217837.833007813,2789.18483247524
116,9005,90,05,Media Luna,9,R,SANTA ELENA,11324360.1987305,21212.0898713223
117,0519,05,19,El Progreso,2,U,CASTILLA,415529.541015625,2742.56374326969
118,1015,10,15,Bomboná No. 1,3,U,LA CANDELARIA,211107.762207031,2005.14765148926
119,0414,04,14,Brasilia,1,U,ARANJUEZ,333312.328613281,2717.34887271678
120,1106,11,06,U.P.B.,4,U,LAURELES,220041.380371094,1867.39490167705
121,0704,07,04,Facultad Veterinaria y Zootecnia U.de.A.,2,U,ROBLEDO,99570.494140625,1565.76507246262
122,0514,05,14,Alfonso López,2,U,CASTILLA,374750.981933594,3391.3473812948
123,1212,12,12,Santa Teresita,4,U,LA AMERICA,429327.65625,3089.47937186764
124,0211,02,11,La Rosa,1,U,SANTA CRUZ,161022.351074219,2017.04013342087
125,0606,06,06,San Martín de Porres,2,U,DOCE DE OCTUBRE,291948.118164063,2612.55708521455
126,1206,12,06,Santa Lucía,4,U,LA AMERICA,284648.97265625,3164.41593937392
127,8089,80,89,Suburbano Potrerito,8,R,SAN ANTONIO DE PRADO,259046.096191406,3086.71004968094
128,0111,01,11,La Avanzada,1,U,POPULAR,277842.447265625,3279.15500813844
129,0102,01,02,Santo Domingo Savio No. 2,1,U,POPULAR,267945.791015625,2904.09117231362
130,1606,16,06,Las Playas,6,U,BELEN,361331.617675781,2647.96475922165
131,0206,02,06,Andalucía,1,U,SANTA CRUZ,276228.849609375,3537.62073175494
132,8005,80,05,La Verde ,8,R,SAN ANTONIO DE PRADO,6420673.49658203,12680.0058260279
133,1601,16,01,Fátima,6,U,BELEN,442337.833984375,2715.23296115451
134,6084,60,84,Suburbano La Loma,7,R,SAN CRISTOBAL,1867112.13574219,8524.50793435224
135,6010,60,10,Pedregal Bajo,7,R,SAN CRISTOBAL,252710.923339844,2631.87200634151
136,1406,14,06,Las Lomas No.1,5,U,EL POBLADO,492453.819824219,3011.20038816914
137,0413,04,13,Aranjuez,1,U,ARANJUEZ,374896.444824219,3137.06812957334
138,1608,16,08,La mota,6,U,BELEN,479369.202148438,4532.55888953207
