"","FECHA","AÑO","CLASE","DIA_SEMANA","MES","SEMANA","FESTIVIDAD"
"805",2020-05-14,2020,"Atropello","jueves","05","20","NO"
"806",2020-05-14,2020,"Caida de Ocupante","jueves","05","20","NO"
"807",2020-05-14,2020,"Choque","jueves","05","20","NO"
"808",2020-05-14,2020,"Incendio","jueves","05","20","NO"
"809",2020-05-14,2020,"Otro","jueves","05","20","NO"
"810",2020-05-14,2020,"Volcamiento","jueves","05","20","NO"
"811",2020-05-15,2020,"Atropello","viernes","05","20","NO"
"812",2020-05-15,2020,"Caida de Ocupante","viernes","05","20","NO"
"813",2020-05-15,2020,"Choque","viernes","05","20","NO"
"814",2020-05-15,2020,"Incendio","viernes","05","20","NO"
"815",2020-05-15,2020,"Otro","viernes","05","20","NO"
"816",2020-05-15,2020,"Volcamiento","viernes","05","20","NO"
"817",2020-05-16,2020,"Atropello","sabado","05","20","NO"
"818",2020-05-16,2020,"Caida de Ocupante","sabado","05","20","NO"
"819",2020-05-16,2020,"Choque","sabado","05","20","NO"
"820",2020-05-16,2020,"Incendio","sabado","05","20","NO"
"821",2020-05-16,2020,"Otro","sabado","05","20","NO"
"822",2020-05-16,2020,"Volcamiento","sabado","05","20","NO"
"823",2020-05-17,2020,"Atropello","domingo","05","20","NO"
"824",2020-05-17,2020,"Caida de Ocupante","domingo","05","20","NO"
"825",2020-05-17,2020,"Choque","domingo","05","20","NO"
"826",2020-05-17,2020,"Incendio","domingo","05","20","NO"
"827",2020-05-17,2020,"Otro","domingo","05","20","NO"
"828",2020-05-17,2020,"Volcamiento","domingo","05","20","NO"
"829",2020-05-18,2020,"Atropello","lunes","05","20","NO"
"830",2020-05-18,2020,"Caida de Ocupante","lunes","05","20","NO"
"831",2020-05-18,2020,"Choque","lunes","05","20","NO"
"832",2020-05-18,2020,"Incendio","lunes","05","20","NO"
"833",2020-05-18,2020,"Otro","lunes","05","20","NO"
"834",2020-05-18,2020,"Volcamiento","lunes","05","20","NO"
"835",2020-05-19,2020,"Atropello","martes","05","20","NO"
"836",2020-05-19,2020,"Caida de Ocupante","martes","05","20","NO"
"837",2020-05-19,2020,"Choque","martes","05","20","NO"
"838",2020-05-19,2020,"Incendio","martes","05","20","NO"
"839",2020-05-19,2020,"Otro","martes","05","20","NO"
"840",2020-05-19,2020,"Volcamiento","martes","05","20","NO"
"841",2020-05-20,2020,"Atropello","miercoles","05","21","NO"
"842",2020-05-20,2020,"Caida de Ocupante","miercoles","05","21","NO"
"843",2020-05-20,2020,"Choque","miercoles","05","21","NO"
"844",2020-05-20,2020,"Incendio","miercoles","05","21","NO"
"845",2020-05-20,2020,"Otro","miercoles","05","21","NO"
"846",2020-05-20,2020,"Volcamiento","miercoles","05","21","NO"
"847",2020-05-21,2020,"Atropello","jueves","05","21","NO"
"848",2020-05-21,2020,"Caida de Ocupante","jueves","05","21","NO"
"849",2020-05-21,2020,"Choque","jueves","05","21","NO"
"850",2020-05-21,2020,"Incendio","jueves","05","21","NO"
"851",2020-05-21,2020,"Otro","jueves","05","21","NO"
"852",2020-05-21,2020,"Volcamiento","jueves","05","21","NO"
"853",2020-05-22,2020,"Atropello","viernes","05","21","NO"
"854",2020-05-22,2020,"Caida de Ocupante","viernes","05","21","NO"
"855",2020-05-22,2020,"Choque","viernes","05","21","NO"
"856",2020-05-22,2020,"Incendio","viernes","05","21","NO"
"857",2020-05-22,2020,"Otro","viernes","05","21","NO"
"858",2020-05-22,2020,"Volcamiento","viernes","05","21","NO"
"859",2020-05-23,2020,"Atropello","sabado","05","21","NO"
"860",2020-05-23,2020,"Caida de Ocupante","sabado","05","21","NO"
"861",2020-05-23,2020,"Choque","sabado","05","21","NO"
"862",2020-05-23,2020,"Incendio","sabado","05","21","NO"
"863",2020-05-23,2020,"Otro","sabado","05","21","NO"
"864",2020-05-23,2020,"Volcamiento","sabado","05","21","NO"
"865",2020-05-24,2020,"Atropello","domingo","05","21","NO"
"866",2020-05-24,2020,"Caida de Ocupante","domingo","05","21","NO"
"867",2020-05-24,2020,"Choque","domingo","05","21","NO"
"868",2020-05-24,2020,"Incendio","domingo","05","21","NO"
"869",2020-05-24,2020,"Otro","domingo","05","21","NO"
"870",2020-05-24,2020,"Volcamiento","domingo","05","21","NO"
"871",2020-05-25,2020,"Atropello","lunes","05","21","SI"
"872",2020-05-25,2020,"Caida de Ocupante","lunes","05","21","SI"
"873",2020-05-25,2020,"Choque","lunes","05","21","SI"
"874",2020-05-25,2020,"Incendio","lunes","05","21","SI"
"875",2020-05-25,2020,"Otro","lunes","05","21","SI"
"876",2020-05-25,2020,"Volcamiento","lunes","05","21","SI"
"877",2020-05-26,2020,"Atropello","martes","05","21","NO"
"878",2020-05-26,2020,"Caida de Ocupante","martes","05","21","NO"
"879",2020-05-26,2020,"Choque","martes","05","21","NO"
"880",2020-05-26,2020,"Incendio","martes","05","21","NO"
"881",2020-05-26,2020,"Otro","martes","05","21","NO"
"882",2020-05-26,2020,"Volcamiento","martes","05","21","NO"
"883",2020-05-27,2020,"Atropello","miercoles","05","22","NO"
"884",2020-05-27,2020,"Caida de Ocupante","miercoles","05","22","NO"
"885",2020-05-27,2020,"Choque","miercoles","05","22","NO"
"886",2020-05-27,2020,"Incendio","miercoles","05","22","NO"
"887",2020-05-27,2020,"Otro","miercoles","05","22","NO"
"888",2020-05-27,2020,"Volcamiento","miercoles","05","22","NO"
"889",2020-05-28,2020,"Atropello","jueves","05","22","NO"
"890",2020-05-28,2020,"Caida de Ocupante","jueves","05","22","NO"
"891",2020-05-28,2020,"Choque","jueves","05","22","NO"
"892",2020-05-28,2020,"Incendio","jueves","05","22","NO"
"893",2020-05-28,2020,"Otro","jueves","05","22","NO"
"894",2020-05-28,2020,"Volcamiento","jueves","05","22","NO"
"895",2020-05-29,2020,"Atropello","viernes","05","22","NO"
"896",2020-05-29,2020,"Caida de Ocupante","viernes","05","22","NO"
"897",2020-05-29,2020,"Choque","viernes","05","22","NO"
"898",2020-05-29,2020,"Incendio","viernes","05","22","NO"
"899",2020-05-29,2020,"Otro","viernes","05","22","NO"
"900",2020-05-29,2020,"Volcamiento","viernes","05","22","NO"
"901",2020-05-30,2020,"Atropello","sabado","05","22","NO"
"902",2020-05-30,2020,"Caida de Ocupante","sabado","05","22","NO"
"903",2020-05-30,2020,"Choque","sabado","05","22","NO"
"904",2020-05-30,2020,"Incendio","sabado","05","22","NO"
"905",2020-05-30,2020,"Otro","sabado","05","22","NO"
"906",2020-05-30,2020,"Volcamiento","sabado","05","22","NO"
"907",2020-05-31,2020,"Atropello","domingo","05","22","NO"
"908",2020-05-31,2020,"Caida de Ocupante","domingo","05","22","NO"
"909",2020-05-31,2020,"Choque","domingo","05","22","NO"
"910",2020-05-31,2020,"Incendio","domingo","05","22","NO"
"911",2020-05-31,2020,"Otro","domingo","05","22","NO"
"912",2020-05-31,2020,"Volcamiento","domingo","05","22","NO"
"913",2020-06-01,2020,"Atropello","lunes","06","22","NO"
"914",2020-06-01,2020,"Caida de Ocupante","lunes","06","22","NO"
"915",2020-06-01,2020,"Choque","lunes","06","22","NO"
"916",2020-06-01,2020,"Incendio","lunes","06","22","NO"
"917",2020-06-01,2020,"Otro","lunes","06","22","NO"
"918",2020-06-01,2020,"Volcamiento","lunes","06","22","NO"
"919",2020-06-02,2020,"Atropello","martes","06","22","NO"
"920",2020-06-02,2020,"Caida de Ocupante","martes","06","22","NO"
"921",2020-06-02,2020,"Choque","martes","06","22","NO"
"922",2020-06-02,2020,"Incendio","martes","06","22","NO"
"923",2020-06-02,2020,"Otro","martes","06","22","NO"
"924",2020-06-02,2020,"Volcamiento","martes","06","22","NO"
"925",2020-06-03,2020,"Atropello","miercoles","06","23","NO"
"926",2020-06-03,2020,"Caida de Ocupante","miercoles","06","23","NO"
"927",2020-06-03,2020,"Choque","miercoles","06","23","NO"
"928",2020-06-03,2020,"Incendio","miercoles","06","23","NO"
"929",2020-06-03,2020,"Otro","miercoles","06","23","NO"
"930",2020-06-03,2020,"Volcamiento","miercoles","06","23","NO"
"931",2020-06-04,2020,"Atropello","jueves","06","23","NO"
"932",2020-06-04,2020,"Caida de Ocupante","jueves","06","23","NO"
"933",2020-06-04,2020,"Choque","jueves","06","23","NO"
"934",2020-06-04,2020,"Incendio","jueves","06","23","NO"
"935",2020-06-04,2020,"Otro","jueves","06","23","NO"
"936",2020-06-04,2020,"Volcamiento","jueves","06","23","NO"
"937",2020-06-05,2020,"Atropello","viernes","06","23","NO"
"938",2020-06-05,2020,"Caida de Ocupante","viernes","06","23","NO"
"939",2020-06-05,2020,"Choque","viernes","06","23","NO"
"940",2020-06-05,2020,"Incendio","viernes","06","23","NO"
"941",2020-06-05,2020,"Otro","viernes","06","23","NO"
"942",2020-06-05,2020,"Volcamiento","viernes","06","23","NO"
"943",2020-06-06,2020,"Atropello","sabado","06","23","NO"
"944",2020-06-06,2020,"Caida de Ocupante","sabado","06","23","NO"
"945",2020-06-06,2020,"Choque","sabado","06","23","NO"
"946",2020-06-06,2020,"Incendio","sabado","06","23","NO"
"947",2020-06-06,2020,"Otro","sabado","06","23","NO"
"948",2020-06-06,2020,"Volcamiento","sabado","06","23","NO"
"949",2020-06-07,2020,"Atropello","domingo","06","23","NO"
"950",2020-06-07,2020,"Caida de Ocupante","domingo","06","23","NO"
"951",2020-06-07,2020,"Choque","domingo","06","23","NO"
"952",2020-06-07,2020,"Incendio","domingo","06","23","NO"
"953",2020-06-07,2020,"Otro","domingo","06","23","NO"
"954",2020-06-07,2020,"Volcamiento","domingo","06","23","NO"
"955",2020-06-08,2020,"Atropello","lunes","06","23","NO"
"956",2020-06-08,2020,"Caida de Ocupante","lunes","06","23","NO"
"957",2020-06-08,2020,"Choque","lunes","06","23","NO"
"958",2020-06-08,2020,"Incendio","lunes","06","23","NO"
"959",2020-06-08,2020,"Otro","lunes","06","23","NO"
"960",2020-06-08,2020,"Volcamiento","lunes","06","23","NO"
"961",2020-06-09,2020,"Atropello","martes","06","23","NO"
"962",2020-06-09,2020,"Caida de Ocupante","martes","06","23","NO"
"963",2020-06-09,2020,"Choque","martes","06","23","NO"
"964",2020-06-09,2020,"Incendio","martes","06","23","NO"
"965",2020-06-09,2020,"Otro","martes","06","23","NO"
"966",2020-06-09,2020,"Volcamiento","martes","06","23","NO"
"967",2020-06-10,2020,"Atropello","miercoles","06","24","NO"
"968",2020-06-10,2020,"Caida de Ocupante","miercoles","06","24","NO"
"969",2020-06-10,2020,"Choque","miercoles","06","24","NO"
"970",2020-06-10,2020,"Incendio","miercoles","06","24","NO"
"971",2020-06-10,2020,"Otro","miercoles","06","24","NO"
"972",2020-06-10,2020,"Volcamiento","miercoles","06","24","NO"
"973",2020-06-11,2020,"Atropello","jueves","06","24","NO"
"974",2020-06-11,2020,"Caida de Ocupante","jueves","06","24","NO"
"975",2020-06-11,2020,"Choque","jueves","06","24","NO"
"976",2020-06-11,2020,"Incendio","jueves","06","24","NO"
"977",2020-06-11,2020,"Otro","jueves","06","24","NO"
"978",2020-06-11,2020,"Volcamiento","jueves","06","24","NO"
"979",2020-06-12,2020,"Atropello","viernes","06","24","NO"
"980",2020-06-12,2020,"Caida de Ocupante","viernes","06","24","NO"
"981",2020-06-12,2020,"Choque","viernes","06","24","NO"
"982",2020-06-12,2020,"Incendio","viernes","06","24","NO"
"983",2020-06-12,2020,"Otro","viernes","06","24","NO"
"984",2020-06-12,2020,"Volcamiento","viernes","06","24","NO"
"985",2020-06-13,2020,"Atropello","sabado","06","24","NO"
"986",2020-06-13,2020,"Caida de Ocupante","sabado","06","24","NO"
"987",2020-06-13,2020,"Choque","sabado","06","24","NO"
"988",2020-06-13,2020,"Incendio","sabado","06","24","NO"
"989",2020-06-13,2020,"Otro","sabado","06","24","NO"
"990",2020-06-13,2020,"Volcamiento","sabado","06","24","NO"
"991",2020-06-14,2020,"Atropello","domingo","06","24","NO"
"992",2020-06-14,2020,"Caida de Ocupante","domingo","06","24","NO"
"993",2020-06-14,2020,"Choque","domingo","06","24","NO"
"994",2020-06-14,2020,"Incendio","domingo","06","24","NO"
"995",2020-06-14,2020,"Otro","domingo","06","24","NO"
"996",2020-06-14,2020,"Volcamiento","domingo","06","24","NO"
"997",2020-06-15,2020,"Atropello","lunes","06","24","SI"
"998",2020-06-15,2020,"Caida de Ocupante","lunes","06","24","SI"
"999",2020-06-15,2020,"Choque","lunes","06","24","SI"
"1000",2020-06-15,2020,"Incendio","lunes","06","24","SI"
"1001",2020-06-15,2020,"Otro","lunes","06","24","SI"
"1002",2020-06-15,2020,"Volcamiento","lunes","06","24","SI"
"1003",2020-06-16,2020,"Atropello","martes","06","24","NO"
"1004",2020-06-16,2020,"Caida de Ocupante","martes","06","24","NO"
"1005",2020-06-16,2020,"Choque","martes","06","24","NO"
"1006",2020-06-16,2020,"Incendio","martes","06","24","NO"
"1007",2020-06-16,2020,"Otro","martes","06","24","NO"
"1008",2020-06-16,2020,"Volcamiento","martes","06","24","NO"
"1009",2020-06-17,2020,"Atropello","miercoles","06","25","NO"
"1010",2020-06-17,2020,"Caida de Ocupante","miercoles","06","25","NO"
"1011",2020-06-17,2020,"Choque","miercoles","06","25","NO"
"1012",2020-06-17,2020,"Incendio","miercoles","06","25","NO"
"1013",2020-06-17,2020,"Otro","miercoles","06","25","NO"
"1014",2020-06-17,2020,"Volcamiento","miercoles","06","25","NO"
"1015",2020-06-18,2020,"Atropello","jueves","06","25","NO"
"1016",2020-06-18,2020,"Caida de Ocupante","jueves","06","25","NO"
"1017",2020-06-18,2020,"Choque","jueves","06","25","NO"
"1018",2020-06-18,2020,"Incendio","jueves","06","25","NO"
"1019",2020-06-18,2020,"Otro","jueves","06","25","NO"
"1020",2020-06-18,2020,"Volcamiento","jueves","06","25","NO"
"1021",2020-06-19,2020,"Atropello","viernes","06","25","NO"
"1022",2020-06-19,2020,"Caida de Ocupante","viernes","06","25","NO"
"1023",2020-06-19,2020,"Choque","viernes","06","25","NO"
"1024",2020-06-19,2020,"Incendio","viernes","06","25","NO"
"1025",2020-06-19,2020,"Otro","viernes","06","25","NO"
"1026",2020-06-19,2020,"Volcamiento","viernes","06","25","NO"
"1027",2020-06-20,2020,"Atropello","sabado","06","25","NO"
"1028",2020-06-20,2020,"Caida de Ocupante","sabado","06","25","NO"
"1029",2020-06-20,2020,"Choque","sabado","06","25","NO"
"1030",2020-06-20,2020,"Incendio","sabado","06","25","NO"
"1031",2020-06-20,2020,"Otro","sabado","06","25","NO"
"1032",2020-06-20,2020,"Volcamiento","sabado","06","25","NO"
"1033",2020-06-21,2020,"Atropello","domingo","06","25","NO"
"1034",2020-06-21,2020,"Caida de Ocupante","domingo","06","25","NO"
"1035",2020-06-21,2020,"Choque","domingo","06","25","NO"
"1036",2020-06-21,2020,"Incendio","domingo","06","25","NO"
"1037",2020-06-21,2020,"Otro","domingo","06","25","NO"
"1038",2020-06-21,2020,"Volcamiento","domingo","06","25","NO"
"1039",2020-06-22,2020,"Atropello","lunes","06","25","SI"
"1040",2020-06-22,2020,"Caida de Ocupante","lunes","06","25","SI"
"1041",2020-06-22,2020,"Choque","lunes","06","25","SI"
"1042",2020-06-22,2020,"Incendio","lunes","06","25","SI"
"1043",2020-06-22,2020,"Otro","lunes","06","25","SI"
"1044",2020-06-22,2020,"Volcamiento","lunes","06","25","SI"
"1045",2020-06-23,2020,"Atropello","martes","06","25","NO"
"1046",2020-06-23,2020,"Caida de Ocupante","martes","06","25","NO"
"1047",2020-06-23,2020,"Choque","martes","06","25","NO"
"1048",2020-06-23,2020,"Incendio","martes","06","25","NO"
"1049",2020-06-23,2020,"Otro","martes","06","25","NO"
"1050",2020-06-23,2020,"Volcamiento","martes","06","25","NO"
"1051",2020-06-24,2020,"Atropello","miercoles","06","26","NO"
"1052",2020-06-24,2020,"Caida de Ocupante","miercoles","06","26","NO"
"1053",2020-06-24,2020,"Choque","miercoles","06","26","NO"
"1054",2020-06-24,2020,"Incendio","miercoles","06","26","NO"
"1055",2020-06-24,2020,"Otro","miercoles","06","26","NO"
"1056",2020-06-24,2020,"Volcamiento","miercoles","06","26","NO"
"1057",2020-06-25,2020,"Atropello","jueves","06","26","NO"
"1058",2020-06-25,2020,"Caida de Ocupante","jueves","06","26","NO"
"1059",2020-06-25,2020,"Choque","jueves","06","26","NO"
"1060",2020-06-25,2020,"Incendio","jueves","06","26","NO"
"1061",2020-06-25,2020,"Otro","jueves","06","26","NO"
"1062",2020-06-25,2020,"Volcamiento","jueves","06","26","NO"
"1063",2020-06-26,2020,"Atropello","viernes","06","26","NO"
"1064",2020-06-26,2020,"Caida de Ocupante","viernes","06","26","NO"
"1065",2020-06-26,2020,"Choque","viernes","06","26","NO"
"1066",2020-06-26,2020,"Incendio","viernes","06","26","NO"
"1067",2020-06-26,2020,"Otro","viernes","06","26","NO"
"1068",2020-06-26,2020,"Volcamiento","viernes","06","26","NO"
"1069",2020-06-27,2020,"Atropello","sabado","06","26","NO"
"1070",2020-06-27,2020,"Caida de Ocupante","sabado","06","26","NO"
"1071",2020-06-27,2020,"Choque","sabado","06","26","NO"
"1072",2020-06-27,2020,"Incendio","sabado","06","26","NO"
"1073",2020-06-27,2020,"Otro","sabado","06","26","NO"
"1074",2020-06-27,2020,"Volcamiento","sabado","06","26","NO"
"1075",2020-06-28,2020,"Atropello","domingo","06","26","NO"
"1076",2020-06-28,2020,"Caida de Ocupante","domingo","06","26","NO"
"1077",2020-06-28,2020,"Choque","domingo","06","26","NO"
"1078",2020-06-28,2020,"Incendio","domingo","06","26","NO"
"1079",2020-06-28,2020,"Otro","domingo","06","26","NO"
"1080",2020-06-28,2020,"Volcamiento","domingo","06","26","NO"
"1081",2020-06-29,2020,"Atropello","lunes","06","26","SI"
"1082",2020-06-29,2020,"Caida de Ocupante","lunes","06","26","SI"
"1083",2020-06-29,2020,"Choque","lunes","06","26","SI"
"1084",2020-06-29,2020,"Incendio","lunes","06","26","SI"
"1085",2020-06-29,2020,"Otro","lunes","06","26","SI"
"1086",2020-06-29,2020,"Volcamiento","lunes","06","26","SI"
"1087",2020-06-30,2020,"Atropello","martes","06","26","NO"
"1088",2020-06-30,2020,"Caida de Ocupante","martes","06","26","NO"
"1089",2020-06-30,2020,"Choque","martes","06","26","NO"
"1090",2020-06-30,2020,"Incendio","martes","06","26","NO"
"1091",2020-06-30,2020,"Otro","martes","06","26","NO"
"1092",2020-06-30,2020,"Volcamiento","martes","06","26","NO"
"1093",2020-07-01,2020,"Atropello","miercoles","07","27","NO"
"1094",2020-07-01,2020,"Caida de Ocupante","miercoles","07","27","NO"
"1095",2020-07-01,2020,"Choque","miercoles","07","27","NO"
"1096",2020-07-01,2020,"Incendio","miercoles","07","27","NO"
"1097",2020-07-01,2020,"Otro","miercoles","07","27","NO"
"1098",2020-07-01,2020,"Volcamiento","miercoles","07","27","NO"
"1099",2020-07-02,2020,"Atropello","jueves","07","27","NO"
"1100",2020-07-02,2020,"Caida de Ocupante","jueves","07","27","NO"
"1101",2020-07-02,2020,"Choque","jueves","07","27","NO"
"1102",2020-07-02,2020,"Incendio","jueves","07","27","NO"
"1103",2020-07-02,2020,"Otro","jueves","07","27","NO"
"1104",2020-07-02,2020,"Volcamiento","jueves","07","27","NO"
"1105",2020-07-03,2020,"Atropello","viernes","07","27","NO"
"1106",2020-07-03,2020,"Caida de Ocupante","viernes","07","27","NO"
"1107",2020-07-03,2020,"Choque","viernes","07","27","NO"
"1108",2020-07-03,2020,"Incendio","viernes","07","27","NO"
"1109",2020-07-03,2020,"Otro","viernes","07","27","NO"
"1110",2020-07-03,2020,"Volcamiento","viernes","07","27","NO"
"1111",2020-07-04,2020,"Atropello","sabado","07","27","NO"
"1112",2020-07-04,2020,"Caida de Ocupante","sabado","07","27","NO"
"1113",2020-07-04,2020,"Choque","sabado","07","27","NO"
"1114",2020-07-04,2020,"Incendio","sabado","07","27","NO"
"1115",2020-07-04,2020,"Otro","sabado","07","27","NO"
"1116",2020-07-04,2020,"Volcamiento","sabado","07","27","NO"
"1117",2020-07-05,2020,"Atropello","domingo","07","27","NO"
"1118",2020-07-05,2020,"Caida de Ocupante","domingo","07","27","NO"
"1119",2020-07-05,2020,"Choque","domingo","07","27","NO"
"1120",2020-07-05,2020,"Incendio","domingo","07","27","NO"
"1121",2020-07-05,2020,"Otro","domingo","07","27","NO"
"1122",2020-07-05,2020,"Volcamiento","domingo","07","27","NO"
"1123",2020-07-06,2020,"Atropello","lunes","07","27","NO"
"1124",2020-07-06,2020,"Caida de Ocupante","lunes","07","27","NO"
"1125",2020-07-06,2020,"Choque","lunes","07","27","NO"
"1126",2020-07-06,2020,"Incendio","lunes","07","27","NO"
"1127",2020-07-06,2020,"Otro","lunes","07","27","NO"
"1128",2020-07-06,2020,"Volcamiento","lunes","07","27","NO"
"1129",2020-07-07,2020,"Atropello","martes","07","27","NO"
"1130",2020-07-07,2020,"Caida de Ocupante","martes","07","27","NO"
"1131",2020-07-07,2020,"Choque","martes","07","27","NO"
"1132",2020-07-07,2020,"Incendio","martes","07","27","NO"
"1133",2020-07-07,2020,"Otro","martes","07","27","NO"
"1134",2020-07-07,2020,"Volcamiento","martes","07","27","NO"
"1135",2020-07-08,2020,"Atropello","miercoles","07","28","NO"
"1136",2020-07-08,2020,"Caida de Ocupante","miercoles","07","28","NO"
"1137",2020-07-08,2020,"Choque","miercoles","07","28","NO"
"1138",2020-07-08,2020,"Incendio","miercoles","07","28","NO"
"1139",2020-07-08,2020,"Otro","miercoles","07","28","NO"
"1140",2020-07-08,2020,"Volcamiento","miercoles","07","28","NO"
"1141",2020-07-09,2020,"Atropello","jueves","07","28","NO"
"1142",2020-07-09,2020,"Caida de Ocupante","jueves","07","28","NO"
"1143",2020-07-09,2020,"Choque","jueves","07","28","NO"
"1144",2020-07-09,2020,"Incendio","jueves","07","28","NO"
"1145",2020-07-09,2020,"Otro","jueves","07","28","NO"
"1146",2020-07-09,2020,"Volcamiento","jueves","07","28","NO"
"1147",2020-07-10,2020,"Atropello","viernes","07","28","NO"
"1148",2020-07-10,2020,"Caida de Ocupante","viernes","07","28","NO"
"1149",2020-07-10,2020,"Choque","viernes","07","28","NO"
"1150",2020-07-10,2020,"Incendio","viernes","07","28","NO"
"1151",2020-07-10,2020,"Otro","viernes","07","28","NO"
"1152",2020-07-10,2020,"Volcamiento","viernes","07","28","NO"
"1153",2020-07-11,2020,"Atropello","sabado","07","28","NO"
"1154",2020-07-11,2020,"Caida de Ocupante","sabado","07","28","NO"
"1155",2020-07-11,2020,"Choque","sabado","07","28","NO"
"1156",2020-07-11,2020,"Incendio","sabado","07","28","NO"
"1157",2020-07-11,2020,"Otro","sabado","07","28","NO"
"1158",2020-07-11,2020,"Volcamiento","sabado","07","28","NO"
"1159",2020-07-12,2020,"Atropello","domingo","07","28","NO"
"1160",2020-07-12,2020,"Caida de Ocupante","domingo","07","28","NO"
"1161",2020-07-12,2020,"Choque","domingo","07","28","NO"
"1162",2020-07-12,2020,"Incendio","domingo","07","28","NO"
"1163",2020-07-12,2020,"Otro","domingo","07","28","NO"
"1164",2020-07-12,2020,"Volcamiento","domingo","07","28","NO"
"1165",2020-07-13,2020,"Atropello","lunes","07","28","NO"
"1166",2020-07-13,2020,"Caida de Ocupante","lunes","07","28","NO"
"1167",2020-07-13,2020,"Choque","lunes","07","28","NO"
"1168",2020-07-13,2020,"Incendio","lunes","07","28","NO"
"1169",2020-07-13,2020,"Otro","lunes","07","28","NO"
"1170",2020-07-13,2020,"Volcamiento","lunes","07","28","NO"
"1171",2020-07-14,2020,"Atropello","martes","07","28","NO"
"1172",2020-07-14,2020,"Caida de Ocupante","martes","07","28","NO"
"1173",2020-07-14,2020,"Choque","martes","07","28","NO"
"1174",2020-07-14,2020,"Incendio","martes","07","28","NO"
"1175",2020-07-14,2020,"Otro","martes","07","28","NO"
"1176",2020-07-14,2020,"Volcamiento","martes","07","28","NO"
"1177",2020-07-15,2020,"Atropello","miercoles","07","29","NO"
"1178",2020-07-15,2020,"Caida de Ocupante","miercoles","07","29","NO"
"1179",2020-07-15,2020,"Choque","miercoles","07","29","NO"
"1180",2020-07-15,2020,"Incendio","miercoles","07","29","NO"
"1181",2020-07-15,2020,"Otro","miercoles","07","29","NO"
"1182",2020-07-15,2020,"Volcamiento","miercoles","07","29","NO"
"1183",2020-07-16,2020,"Atropello","jueves","07","29","NO"
"1184",2020-07-16,2020,"Caida de Ocupante","jueves","07","29","NO"
"1185",2020-07-16,2020,"Choque","jueves","07","29","NO"
"1186",2020-07-16,2020,"Incendio","jueves","07","29","NO"
"1187",2020-07-16,2020,"Otro","jueves","07","29","NO"
"1188",2020-07-16,2020,"Volcamiento","jueves","07","29","NO"
"1189",2020-07-17,2020,"Atropello","viernes","07","29","NO"
"1190",2020-07-17,2020,"Caida de Ocupante","viernes","07","29","NO"
"1191",2020-07-17,2020,"Choque","viernes","07","29","NO"
"1192",2020-07-17,2020,"Incendio","viernes","07","29","NO"
"1193",2020-07-17,2020,"Otro","viernes","07","29","NO"
"1194",2020-07-17,2020,"Volcamiento","viernes","07","29","NO"
"1195",2020-07-18,2020,"Atropello","sabado","07","29","NO"
"1196",2020-07-18,2020,"Caida de Ocupante","sabado","07","29","NO"
"1197",2020-07-18,2020,"Choque","sabado","07","29","NO"
"1198",2020-07-18,2020,"Incendio","sabado","07","29","NO"
"1199",2020-07-18,2020,"Otro","sabado","07","29","NO"
"1200",2020-07-18,2020,"Volcamiento","sabado","07","29","NO"
"1201",2020-07-19,2020,"Atropello","domingo","07","29","NO"
"1202",2020-07-19,2020,"Caida de Ocupante","domingo","07","29","NO"
"1203",2020-07-19,2020,"Choque","domingo","07","29","NO"
"1204",2020-07-19,2020,"Incendio","domingo","07","29","NO"
"1205",2020-07-19,2020,"Otro","domingo","07","29","NO"
"1206",2020-07-19,2020,"Volcamiento","domingo","07","29","NO"
"1207",2020-07-20,2020,"Atropello","lunes","07","29","SI"
"1208",2020-07-20,2020,"Caida de Ocupante","lunes","07","29","SI"
"1209",2020-07-20,2020,"Choque","lunes","07","29","SI"
"1210",2020-07-20,2020,"Incendio","lunes","07","29","SI"
"1211",2020-07-20,2020,"Otro","lunes","07","29","SI"
"1212",2020-07-20,2020,"Volcamiento","lunes","07","29","SI"
"1213",2020-07-21,2020,"Atropello","martes","07","29","NO"
"1214",2020-07-21,2020,"Caida de Ocupante","martes","07","29","NO"
"1215",2020-07-21,2020,"Choque","martes","07","29","NO"
"1216",2020-07-21,2020,"Incendio","martes","07","29","NO"
"1217",2020-07-21,2020,"Otro","martes","07","29","NO"
"1218",2020-07-21,2020,"Volcamiento","martes","07","29","NO"
"1219",2020-07-22,2020,"Atropello","miercoles","07","30","NO"
"1220",2020-07-22,2020,"Caida de Ocupante","miercoles","07","30","NO"
"1221",2020-07-22,2020,"Choque","miercoles","07","30","NO"
"1222",2020-07-22,2020,"Incendio","miercoles","07","30","NO"
"1223",2020-07-22,2020,"Otro","miercoles","07","30","NO"
"1224",2020-07-22,2020,"Volcamiento","miercoles","07","30","NO"
"1225",2020-07-23,2020,"Atropello","jueves","07","30","NO"
"1226",2020-07-23,2020,"Caida de Ocupante","jueves","07","30","NO"
"1227",2020-07-23,2020,"Choque","jueves","07","30","NO"
"1228",2020-07-23,2020,"Incendio","jueves","07","30","NO"
"1229",2020-07-23,2020,"Otro","jueves","07","30","NO"
"1230",2020-07-23,2020,"Volcamiento","jueves","07","30","NO"
"1231",2020-07-24,2020,"Atropello","viernes","07","30","NO"
"1232",2020-07-24,2020,"Caida de Ocupante","viernes","07","30","NO"
"1233",2020-07-24,2020,"Choque","viernes","07","30","NO"
"1234",2020-07-24,2020,"Incendio","viernes","07","30","NO"
